,Supplier.Name,lat,long,Total.Population.Served,liters.2014.2015,liters.2014.2015.capita,Month,Year,Conservation.Standard.2015,SPEI_3YEARS,SPI_3YEARS
5313,Sunnyvale,37.381259,-122.0285948,147055,2116652468.84605,14393.6110220397,Sep,14,16%,-2.011740462,-1.067501468
5314,Sunnyvale,37.381259,-122.0285948,147055,1306255806.82283,8882.77043842663,Feb,15,16%,-2.011740462,-1.067501468
5315,Sunnyvale,37.381259,-122.0285948,148028,1763877057.37171,11915.8338785345,May,15,16%,-2.011740462,-1.067501468
5316,Sunnyvale,37.381259,-122.0285948,148028,1813216275.75973,12249.143917095,Aug,15,16%,-2.011740462,-1.067501468
5317,Sunnyvale,37.381259,-122.0285948,147055,1460440864.28539,9931.25608979898,Jan,15,16%,-2.011740462,-1.067501468
5318,Sunnyvale,37.381259,-122.0285948,147055,1636828570.02256,11130.723674969,Apr,15,16%,-2.011740462,-1.067501468
5319,Susanville,40.4193296,-120.6616015,9344,252865557.288433,27061.8104974779,Apr,15,36%,-1.560279018,-0.701226183
5320,Susanville,40.4193296,-120.6616015,8978,383443362.657662,42709.2183846806,Aug,15,36%,-1.560279018,-0.701226183
5321,Susanville,40.4193296,-120.6616015,8978,361737807.186227,40291.5802167774,Jul,15,36%,-1.560279018,-0.701226183
5322,Susanville,40.4193296,-120.6616015,8978,339013975.743077,37760.523027743,Jun,15,36%,-1.560279018,-0.701226183
5323,Susanville,40.4193296,-120.6616015,9344,258165134.836394,27628.9741905388,Mar,15,36%,-1.560279018,-0.701226183
5324,Susanville,40.4193296,-120.6616015,9344,231667247.096589,24793.1557252342,Feb,15,36%,-1.560279018,-0.701226183
5325,Susanville,40.4193296,-120.6616015,9344,255515346.062414,27345.3923440083,Jan,15,36%,-1.560279018,-0.701226183
5326,Susanville,40.4193296,-120.6616015,9344,255515346.062414,27345.3923440083,Dec,14,36%,-1.560279018,-0.701226183
5327,Susanville,40.4193296,-120.6616015,9344,244916190.966492,26211.0649578865,Nov,14,36%,-1.560279018,-0.701226183
5328,Susanville,40.4193296,-120.6616015,9344,264978877.398059,28358.1846530457,Oct,14,36%,-1.560279018,-0.701226183
5329,Susanville,40.4193296,-120.6616015,9344,359614190.754508,38486.1077434191,Sep,14,36%,-1.560279018,-0.701226183
5330,Susanville,40.4193296,-120.6616015,9344,421694956.316339,45130.0252907041,Aug,14,36%,-1.560279018,-0.701226183
5331,Susanville,40.4193296,-120.6616015,9344,509516527.111125,54528.7379185707,Jul,14,36%,-1.560279018,-0.701226183
5332,Susanville,40.4193296,-120.6616015,8978,275884650.909256,30728.965349661,May,15,36%,-1.560279018,-0.701226183
5333,Susanville,40.4193296,-120.6616015,9344,439864936.480778,47074.5865240558,Jun,14,36%,-1.560279018,-0.701226183
5334,Sweetwater,32.6198096,-117.0933437,189970,1639295530.94196,8629.23372607234,Jan,15,12%,-2.350108863,-1.469446393
5335,Sweetwater,32.6198096,-117.0933437,191500,1880070916.6755,9817.60269804438,Jul,15,12%,-2.350108863,-1.469446393
5336,Sweetwater,32.6198096,-117.0933437,189970,2359154727.22317,12418.5646534883,Jun,14,12%,-2.350108863,-1.469446393
5337,Sweetwater,32.6198096,-117.0933437,189970,2305374979.18023,12135.4686486299,Sep,14,12%,-2.350108863,-1.469446393
5338,Sweetwater,32.6198096,-117.0933437,191500,1989850677.58884,10390.8651571219,Aug,15,12%,-2.350108863,-1.469446393
5339,Sweetwater,32.6198096,-117.0933437,189970,1886114970.92803,9928.48855570896,Jun,15,12%,-2.350108863,-1.469446393
5340,Sweetwater,32.6198096,-117.0933437,189970,1863172234.3776,9807.71824170976,May,15,12%,-2.350108863,-1.469446393
5341,Sweetwater,32.6198096,-117.0933437,189970,1940758155.29276,10216.1296799114,Apr,15,12%,-2.350108863,-1.469446393
5342,Sweetwater,32.6198096,-117.0933437,189970,1886114970.92803,9928.48855570896,Mar,15,12%,-2.350108863,-1.469446393
5343,Sweetwater,32.6198096,-117.0933437,189970,1656934301.51568,8722.08402124377,Feb,15,12%,-2.350108863,-1.469446393
5344,Sweetwater,32.6198096,-117.0933437,189970,2479789116.18188,13053.5827561293,Jul,14,12%,-2.350108863,-1.469446393
5345,Sweetwater,32.6198096,-117.0933437,189970,1565286703.35993,8239.65206801038,Dec,14,12%,-2.350108863,-1.469446393
5346,Sweetwater,32.6198096,-117.0933437,189970,2381727419.63569,12537.3870591972,Aug,14,12%,-2.350108863,-1.469446393
5347,Sweetwater,32.6198096,-117.0933437,189970,2224582009.06985,11710.175338579,Oct,14,12%,-2.350108863,-1.469446393
5348,Sweetwater,32.6198096,-117.0933437,189970,1886262988.5832,9929.26771902509,Nov,14,12%,-2.350108863,-1.469446393
5349,Sweetwater Springs,36.778261,-119.4179324,7703,93251122.7533576,12105.8188697076,Jun,14,16%,-2.515306782,-2.230197237
5350,Sweetwater Springs,36.778261,-119.4179324,7702,60563890.5712945,7863.3978929232,Nov,14,16%,-2.515306782,-2.230197237
5351,Sweetwater Springs,36.778261,-119.4179324,7727,75489004.1336705,9769.5100470649,Jun,15,16%,-2.515306782,-2.230197237
5352,Sweetwater Springs,36.778261,-119.4179324,7711,61797371.030995,8014.18376747438,Apr,15,16%,-2.515306782,-2.230197237
5353,Sweetwater Springs,36.778261,-119.4179324,7743,80792970.1103826,10434.3239197188,Aug,15,16%,-2.515306782,-2.230197237
5354,Sweetwater Springs,36.778261,-119.4179324,7703,64881072.1802462,8422.83164744206,Dec,14,16%,-2.515306782,-2.230197237
5355,Sweetwater Springs,36.778261,-119.4179324,7735,80669622.0644126,10429.1689805317,Jul,15,16%,-2.515306782,-2.230197237
5356,Sweetwater Springs,36.778261,-119.4179324,7703,97321608.2703693,12634.2474711631,Jul,14,16%,-2.515306782,-2.230197237
5357,Sweetwater Springs,36.778261,-119.4179324,7719,68828209.6512878,8916.72621470239,May,15,16%,-2.515306782,-2.230197237
5358,Sweetwater Springs,36.778261,-119.4179324,7702,77092528.7312811,10009.4168698106,Sep,14,16%,-2.515306782,-2.230197237
5359,Sweetwater Springs,36.778261,-119.4179324,7703,66731292.8697969,8663.02646628547,Mar,15,16%,-2.515306782,-2.230197237
5360,Sweetwater Springs,36.778261,-119.4179324,7703,55013228.5026422,7141.79261361057,Feb,15,16%,-2.515306782,-2.230197237
5361,Sweetwater Springs,36.778261,-119.4179324,7703,61550674.9390548,7990.48097352393,Jan,15,16%,-2.515306782,-2.230197237
5362,Sweetwater Springs,36.778261,-119.4179324,7702,71788562.754569,9320.76898916762,Oct,14,16%,-2.515306782,-2.230197237
5363,Sweetwater Springs,36.778261,-119.4179324,7703,90414117.6960465,11737.520147481,Aug,14,16%,-2.515306782,-2.230197237
5364,Tahoe City,36.778261,-119.4179324,10138,206897593.234711,20408.1271685451,Jun,14,20%,-2.515306782,-2.230197237
5365,Tahoe City,36.778261,-119.4179324,17588,259344612.600881,14745.5431317308,Jul,14,20%,-2.515306782,-2.230197237
5366,Tahoe City,36.778261,-119.4179324,17081,227091357.146102,13294.9685115685,Aug,14,20%,-2.515306782,-2.230197237
5367,Tahoe City,36.778261,-119.4179324,10686,195576624.320518,18302.1359087141,Sep,14,20%,-2.515306782,-2.230197237
5368,Tahoe City,36.778261,-119.4179324,4389,48226765.1378647,10988.0986871417,Nov,14,20%,-2.515306782,-2.230197237
5369,Tahoe City,36.778261,-119.4179324,6992,120640385.809245,17254.0597553269,Oct,14,20%,-2.515306782,-2.230197237
5370,Tahoe City,36.778261,-119.4179324,5540,52331844.4044032,9446.18130043379,Apr,15,20%,-2.515306782,-2.230197237
5371,Tahoe City,36.778261,-119.4179324,14770,187080106.90005,12666.2225389336,Jul,15,20%,-2.515306782,-2.230197237
5372,Tahoe City,36.778261,-119.4179324,9354,133701346.092697,14293.4943438847,Jun,15,20%,-2.515306782,-2.230197237
5373,Tahoe City,36.778261,-119.4179324,7215,92038493.8600609,12756.5480055524,May,15,20%,-2.515306782,-2.230197237
5374,Tahoe City,36.778261,-119.4179324,6680,44124214.5268991,6605.42133636215,Feb,15,20%,-2.515306782,-2.230197237
5375,Tahoe City,36.778261,-119.4179324,12828,183218849.840256,14282.7291737025,Aug,15,20%,-2.515306782,-2.230197237
5376,Tahoe City,36.778261,-119.4179324,5346,43549520.7667732,8146.1879473949,Mar,15,20%,-2.515306782,-2.230197237
5377,Tahoe City,36.778261,-119.4179324,11360,74567838.3780264,6564.07027975585,Jan,15,20%,-2.515306782,-2.230197237
5378,Tahoe City,36.778261,-119.4179324,4962,47768211.6197023,9626.80604991985,Dec,14,20%,-2.515306782,-2.230197237
5379,Tehachapi,35.1314495,-118.4465491,8839,240025429.614039,27155.2697832378,Jul,15,28%,-2.447826342,-2.130079143
5380,Tehachapi,35.1314495,-118.4465491,8839,303967823.164453,34389.3905605219,Aug,15,28%,-2.447826342,-2.130079143
5381,Tehachapi,35.1314495,-118.4465491,8923,370833565.404358,41559.2923236981,Jul,14,28%,-2.447826342,-2.130079143
5382,Tehachapi,35.1314495,-118.4465491,8839,232894679.076511,26348.5325349599,Jun,15,28%,-2.447826342,-2.130079143
5383,Tehachapi,35.1314495,-118.4465491,8839,190123744.136396,21509.6440928155,Apr,15,28%,-2.447826342,-2.130079143
5384,Tehachapi,35.1314495,-118.4465491,8923,111457294.338537,12491.0113570029,Jan,15,28%,-2.447826342,-2.130079143
5385,Tehachapi,35.1314495,-118.4465491,8923,152877568.17528,17132.9786142866,Nov,14,28%,-2.447826342,-2.130079143
5386,Tehachapi,35.1314495,-118.4465491,8839,193401101.71782,21880.4278445322,May,15,28%,-2.447826342,-2.130079143
5387,Tehachapi,35.1314495,-118.4465491,8923,296589143.054525,33238.7249864984,Sep,14,28%,-2.447826342,-2.130079143
5388,Tehachapi,35.1314495,-118.4465491,8923,67878429.6973184,7607.13097582858,Dec,14,28%,-2.447826342,-2.130079143
5389,Tehachapi,35.1314495,-118.4465491,8923,248194770.698636,27815.1709849418,Oct,14,28%,-2.447826342,-2.130079143
5390,Tehachapi,35.1314495,-118.4465491,8923,160919860.772527,18034.2777958676,Mar,15,28%,-2.447826342,-2.130079143
5391,Tehachapi,35.1314495,-118.4465491,8923,326033555.108036,36538.558232437,Aug,14,28%,-2.447826342,-2.130079143
5392,Tehachapi,35.1314495,-118.4465491,8923,339564835.75095,38055.0079290541,Jun,14,28%,-2.447826342,-2.130079143
5393,Tehachapi,35.1314495,-118.4465491,8923,116653947.515255,13073.3999232607,Feb,15,28%,-2.447826342,-2.130079143
5394,Thousand Oaks,34.2024698,-118.8741429,51609,1045991429.82602,20267.6166913915,Jul,15,28%,-2.469556078,-1.891639726
5395,Thousand Oaks,34.2024698,-118.8741429,51609,1329691935.55714,25764.7297091038,Oct,14,28%,-2.469556078,-1.891639726
5396,Thousand Oaks,34.2024698,-118.8741429,51609,1001462785.23083,19404.8089525245,Mar,15,28%,-2.469556078,-1.891639726
5397,Thousand Oaks,34.2024698,-118.8741429,51609,1135418763.15431,22000.4023165399,Aug,15,28%,-2.469556078,-1.891639726
5398,Thousand Oaks,34.2024698,-118.8741429,51609,1079295402.23794,20912.9299586881,Apr,15,28%,-2.469556078,-1.891639726
5399,Thousand Oaks,34.2024698,-118.8741429,51609,1478943071.1809,28656.6891662481,Aug,14,28%,-2.469556078,-1.891639726
5400,Thousand Oaks,34.2024698,-118.8741429,51609,797568465.242342,15454.057727186,Feb,15,28%,-2.469556078,-1.891639726
5401,Thousand Oaks,34.2024698,-118.8741429,51609,1049321827.06721,20332.1480181211,May,15,28%,-2.469556078,-1.891639726
5402,Thousand Oaks,34.2024698,-118.8741429,51609,868370243.629151,16825.9459324759,Jan,15,28%,-2.469556078,-1.891639726
5403,Thousand Oaks,34.2024698,-118.8741429,51609,632775475.826355,12260.9520786366,Dec,14,28%,-2.469556078,-1.891639726
5404,Thousand Oaks,34.2024698,-118.8741429,51609,1524581848.18982,29541.0073473583,Jul,14,28%,-2.469556078,-1.891639726
5405,Thousand Oaks,34.2024698,-118.8741429,51609,1063383504.3078,20604.6136198686,Jun,15,28%,-2.469556078,-1.891639726
5406,Thousand Oaks,34.2024698,-118.8741429,51609,1066960597.64093,20673.9250448746,Nov,14,28%,-2.469556078,-1.891639726
5407,Thousand Oaks,34.2024698,-118.8741429,51609,1478943071.1809,28656.6891662481,Jun,14,28%,-2.469556078,-1.891639726
5408,Thousand Oaks,34.2024698,-118.8741429,51609,1393709571.41559,27005.1652117963,Sep,14,28%,-2.469556078,-1.891639726
5409,Trabuco Canyon,36.778261,-119.4179324,13175,215859080.447587,16383.9909258131,Feb,15,28%,-2.515306782,-2.230197237
5410,Trabuco Canyon,36.778261,-119.4179324,13175,267665259.755008,20316.1487480082,Jun,15,28%,-2.515306782,-2.230197237
5411,Trabuco Canyon,36.778261,-119.4179324,13175,374978059.748951,28461.3328082696,Jun,14,28%,-2.515306782,-2.230197237
5412,Trabuco Canyon,36.778261,-119.4179324,13175,263964818.375907,20035.2803321371,Mar,15,28%,-2.515306782,-2.230197237
5413,Trabuco Canyon,36.778261,-119.4179324,13175,261497857.456506,19848.0347215564,Jul,15,28%,-2.515306782,-2.230197237
5414,Trabuco Canyon,36.778261,-119.4179324,13175,293568349.408719,22282.2276591058,Aug,15,28%,-2.515306782,-2.230197237
5415,Trabuco Canyon,36.778261,-119.4179324,13175,368810657.450449,27993.2187818178,Oct,14,28%,-2.515306782,-2.230197237
5416,Trabuco Canyon,36.778261,-119.4179324,13175,212158639.068486,16103.122509942,Jan,15,28%,-2.515306782,-2.230197237
5417,Trabuco Canyon,36.778261,-119.4179324,13175,308370114.925125,23405.7013225901,Apr,15,28%,-2.515306782,-2.230197237
5418,Trabuco Canyon,36.778261,-119.4179324,13175,256563935.617704,19473.543500395,May,15,28%,-2.515306782,-2.230197237
5419,Trabuco Canyon,36.778261,-119.4179324,13175,458854731.008585,34827.6835680141,Jul,14,28%,-2.515306782,-2.230197237
5420,Trabuco Canyon,36.778261,-119.4179324,13175,365110216.071347,27712.3503659467,Sep,14,28%,-2.515306782,-2.230197237
5421,Trabuco Canyon,36.778261,-119.4179324,13175,405815071.241464,30801.9029405286,Aug,14,28%,-2.515306782,-2.230197237
5422,Trabuco Canyon,36.778261,-119.4179324,13175,284933986.190815,21626.8680220732,Nov,14,28%,-2.515306782,-2.230197237
5423,Trabuco Canyon,36.778261,-119.4179324,13175,170220303.438669,12919.9471300697,Dec,14,28%,-2.515306782,-2.230197237
5424,Tracy,37.760587,-121.366376,85146,1688291841.76219,19828.1991140181,Sep,14,28%,-2.08130285,-1.006806409
5425,Tracy,37.760587,-121.366376,85146,1866255935.52685,21918.304271802,Jul,15,28%,-2.08130285,-1.006806409
5426,Tracy,37.760587,-121.366376,85146,1873776465.88965,22006.6293882231,Aug,15,28%,-2.08130285,-1.006806409
5427,Tracy,37.760587,-121.366376,85146,920181517.21087,10807.1021211903,Jan,15,28%,-2.08130285,-1.006806409
5428,Tracy,37.760587,-121.366376,85146,1667665581.51507,19585.9533215309,May,15,28%,-2.08130285,-1.006806409
5429,Tracy,37.760587,-121.366376,85146,1477709590.7212,17355.0089343151,Apr,15,28%,-2.08130285,-1.006806409
5430,Tracy,37.760587,-121.366376,85146,1628194206.80466,19122.3804618497,Oct,14,28%,-2.08130285,-1.006806409
5431,Tracy,37.760587,-121.366376,85146,1117748908.87301,13127.4388564701,Mar,15,28%,-2.08130285,-1.006806409
5432,Tracy,37.760587,-121.366376,82484,1589956312.55394,19275.9360912897,Aug,14,28%,-2.08130285,-1.006806409
5433,Tracy,37.760587,-121.366376,85146,1196188768.31042,14048.6783678672,Nov,14,28%,-2.08130285,-1.006806409
5434,Tracy,37.760587,-121.366376,85146,2343612873.43095,27524.6385435716,Jun,14,28%,-2.08130285,-1.006806409
5435,Tracy,37.760587,-121.366376,85146,761057443.635207,8938.26420072825,Feb,15,28%,-2.08130285,-1.006806409
5436,Tracy,37.760587,-121.366376,85146,2138855117.12066,25119.8543339753,Jul,14,28%,-2.08130285,-1.006806409
5437,Tracy,37.760587,-121.366376,85146,973744838.772353,11436.1783145697,Dec,14,28%,-2.08130285,-1.006806409
5438,Tracy,37.760587,-121.366376,85146,1711003917.46665,20094.941834809,Jun,15,28%,-2.08130285,-1.006806409
5439,Triunfo Sanitation District / Oak Park,36.778261,-119.4179324,12200,214748948.033857,17602.3727896604,Mar,15,32%,-2.515306782,-2.230197237
5440,Triunfo Sanitation District / Oak Park,36.778261,-119.4179324,12200,220916350.332359,18107.8975682262,Aug,15,32%,-2.515306782,-2.230197237
5441,Triunfo Sanitation District / Oak Park,36.778261,-119.4179324,12200,209691678.149085,17187.8424712364,May,15,32%,-2.515306782,-2.230197237
5442,Triunfo Sanitation District / Oak Park,36.778261,-119.4179324,12200,150484616.083461,12334.804597005,Dec,14,32%,-2.515306782,-2.230197237
5443,Triunfo Sanitation District / Oak Park,36.778261,-119.4179324,12200,218326041.366988,17895.5771612285,Jun,15,32%,-2.515306782,-2.230197237
5444,Triunfo Sanitation District / Oak Park,36.778261,-119.4179324,12200,231894326.423694,19007.7316740732,Apr,15,32%,-2.515306782,-2.230197237
5445,Triunfo Sanitation District / Oak Park,36.778261,-119.4179324,12200,325885537.452872,26711.9292994157,Jun,14,32%,-2.515306782,-2.230197237
5446,Triunfo Sanitation District / Oak Park,36.778261,-119.4179324,12200,331929591.705404,27207.3435824102,Jul,14,32%,-2.515306782,-2.230197237
5447,Triunfo Sanitation District / Oak Park,36.778261,-119.4179324,12200,265691691.019487,21778.0074606137,Oct,14,32%,-2.515306782,-2.230197237
5448,Triunfo Sanitation District / Oak Park,36.778261,-119.4179324,12200,214748948.033857,17602.3727896604,Jul,15,32%,-2.515306782,-2.230197237
5449,Triunfo Sanitation District / Oak Park,36.778261,-119.4179324,12200,217585953.091168,17834.9141878006,Nov,14,32%,-2.515306782,-2.230197237
5450,Triunfo Sanitation District / Oak Park,36.778261,-119.4179324,12200,174537485.04762,14306.3512334115,Feb,15,32%,-2.515306782,-2.230197237
5451,Triunfo Sanitation District / Oak Park,36.778261,-119.4179324,12200,286414162.742456,23476.5707165947,Sep,14,32%,-2.515306782,-2.230197237
5452,Triunfo Sanitation District / Oak Park,36.778261,-119.4179324,12200,315770997.683327,25882.8686625678,Aug,14,32%,-2.515306782,-2.230197237
5453,Triunfo Sanitation District / Oak Park,36.778261,-119.4179324,12200,195136608.724619,15994.8039938212,Jan,15,32%,-2.515306782,-2.230197237
5454,Truckee-Donner,36.778261,-119.4179324,32776,491479036.385385,14995.0889792954,Jun,15,28%,-2.515306782,-2.230197237
5455,Truckee-Donner,36.778261,-119.4179324,32776,342753963.326923,10457.4677607677,May,15,28%,-2.515306782,-2.230197237
5456,Truckee-Donner,36.778261,-119.4179324,32776,275969065.60877,8419.85189189559,Apr,15,28%,-2.515306782,-2.230197237
5457,Truckee-Donner,36.778261,-119.4179324,32776,395733461.532638,12073.8791046082,Oct,14,28%,-2.515306782,-2.230197237
5458,Truckee-Donner,36.778261,-119.4179324,32776,561523060.733159,17132.1412232475,Jul,15,28%,-2.515306782,-2.230197237
5459,Truckee-Donner,36.778261,-119.4179324,32776,677780154.596248,20679.1601963708,Aug,14,28%,-2.515306782,-2.230197237
5460,Truckee-Donner,36.778261,-119.4179324,32776,297999030.934391,9091.98898384157,Jan,15,28%,-2.515306782,-2.230197237
5461,Truckee-Donner,36.778261,-119.4179324,32776,581293388.398468,17735.3364778639,Aug,15,28%,-2.515306782,-2.230197237
5462,Truckee-Donner,36.778261,-119.4179324,32776,272329769.998334,8308.81651203119,Mar,15,28%,-2.515306782,-2.230197237
5463,Truckee-Donner,36.778261,-119.4179324,32776,250499295.913269,7642.76592364134,Feb,15,28%,-2.515306782,-2.230197237
5464,Truckee-Donner,36.778261,-119.4179324,32776,288582438.714171,8804.68753704452,Dec,14,28%,-2.515306782,-2.230197237
5465,Truckee-Donner,36.778261,-119.4179324,32776,265153763.457142,8089.87562415004,Nov,14,28%,-2.515306782,-2.230197237
5466,Truckee-Donner,36.778261,-119.4179324,32776,821452129.673092,25062.6107417956,Jul,14,28%,-2.515306782,-2.230197237
5467,Truckee-Donner,36.778261,-119.4179324,32776,572638069.136775,17471.261567512,Sep,14,28%,-2.515306782,-2.230197237
5468,Truckee-Donner,36.778261,-119.4179324,32776,761711509.925352,23239.9167050693,Jun,14,28%,-2.515306782,-2.230197237
5469,Tulare,36.2153587,-119.2423946,62363,2045636933.51301,32802.0931243368,Aug,15,32%,-2.523014834,-2.131197127
5470,Tulare,36.2153587,-119.2423946,59535,2385126357.07039,40062.5910316687,Aug,14,32%,-2.523014834,-2.131197127
5471,Tulare,36.2153587,-119.2423946,59535,2584906803.14341,43418.2716577376,Jul,14,32%,-2.523014834,-2.131197127
5472,Tulare,36.2153587,-119.2423946,59535,1356691852.27806,22788.1389481492,Nov,14,32%,-2.523014834,-2.131197127
5473,Tulare,36.2153587,-119.2423946,59535,1117453780.11296,18769.6948032747,Feb,15,32%,-2.523014834,-2.131197127
5474,Tulare,36.2153587,-119.2423946,60289,2506208833.63869,41569.918785163,Jun,14,32%,-2.523014834,-2.131197127
5475,Tulare,36.2153587,-119.2423946,59535,1256378420.12022,21103.1900582888,Dec,14,32%,-2.523014834,-2.131197127
5476,Tulare,36.2153587,-119.2423946,59535,1246536347.53115,20937.8743181516,Jan,15,32%,-2.523014834,-2.131197127
5477,Tulare,36.2153587,-119.2423946,61170,1316945020.66835,21529.2630483628,Mar,15,32%,-2.523014834,-2.131197127
5478,Tulare,36.2153587,-119.2423946,62363,2000590524.35534,32079.7672394744,Jul,15,32%,-2.523014834,-2.131197127
5479,Tulare,36.2153587,-119.2423946,59535,1943809336.34147,32649.8586771055,Oct,14,32%,-2.523014834,-2.131197127
5480,Tulare,36.2153587,-119.2423946,60000,1972199930.34841,32869.9988391402,Sep,14,32%,-2.523014834,-2.131197127
5481,Tulare,36.2153587,-119.2423946,62363,1572460366.73077,25214.6363505727,Apr,15,32%,-2.523014834,-2.131197127
5482,Tulare,36.2153587,-119.2423946,62363,1865451296.88233,29912.7895848874,Jun,15,32%,-2.523014834,-2.131197127
5483,Tulare,36.2153587,-119.2423946,62363,1771951607.28616,28413.5081263916,May,15,32%,-2.523014834,-2.131197127
5484,Tuolumne Utilities,36.778261,-119.4179324,28997,355242372.393743,12251.0043243695,May,15,24%,-2.515306782,-2.230197237
5485,Tuolumne Utilities,36.778261,-119.4179324,28997,282467025.271414,9741.24996625217,Feb,15,24%,-2.515306782,-2.230197237
5486,Tuolumne Utilities,36.778261,-119.4179324,28997,450837108.020532,15547.7155574898,Oct,14,24%,-2.515306782,-2.230197237
5487,Tuolumne Utilities,36.778261,-119.4179324,28997,304669673.546023,10506.9377365253,Jan,15,24%,-2.515306782,-2.230197237
5488,Tuolumne Utilities,36.778261,-119.4179324,28997,328105802.280333,11315.163716258,Mar,15,24%,-2.515306782,-2.230197237
5489,Tuolumne Utilities,36.778261,-119.4179324,28997,350308450.554941,12080.8514865311,Apr,15,24%,-2.515306782,-2.230197237
5490,Tuolumne Utilities,36.778261,-119.4179324,28997,473656496.524991,16334.6724324927,Jun,14,24%,-2.515306782,-2.230197237
5491,Tuolumne Utilities,36.778261,-119.4179324,28997,532863558.590615,18376.5064865543,Aug,15,24%,-2.515306782,-2.230197237
5492,Tuolumne Utilities,36.778261,-119.4179324,28997,329709326.877943,11370.4633885555,Nov,14,24%,-2.515306782,-2.230197237
5493,Tuolumne Utilities,36.778261,-119.4179324,28997,446519926.41158,15398.8318243812,Jun,15,24%,-2.515306782,-2.230197237
5494,Tuolumne Utilities,36.778261,-119.4179324,28997,509427429.856306,17568.2805068216,Sep,14,24%,-2.515306782,-2.230197237
5495,Tuolumne Utilities,36.778261,-119.4179324,28997,516828312.614509,17823.5097635793,Jul,15,24%,-2.515306782,-2.230197237
5496,Tuolumne Utilities,36.778261,-119.4179324,28997,314537517.223627,10847.2434122022,Dec,14,24%,-2.515306782,-2.230197237
5497,Tuolumne Utilities,36.778261,-119.4179324,28997,547665324.107021,18886.9650000697,Aug,14,24%,-2.515306782,-2.230197237
5498,Tuolumne Utilities,36.778261,-119.4179324,28997,542731402.268219,18716.8121622312,Jul,14,24%,-2.515306782,-2.230197237
5499,Turlock,37.4841659,-120.846152,71181,2282225216.90414,32062.2809022652,Jul,15,32%,-2.117577287,-1.41041959
5500,Turlock,37.4841659,-120.846152,71181,3013188377.26935,42331.3577677941,Jul,14,32%,-2.117577287,-1.41041959
5501,Turlock,37.4841659,-120.846152,71181,1790500128.70403,25154.1862112646,Mar,15,32%,-2.117577287,-1.41041959
5502,Turlock,37.4841659,-120.846152,71181,2256900807.04995,31706.506048664,Aug,15,32%,-2.117577287,-1.41041959
5503,Turlock,37.4841659,-120.846152,71181,1115939615.09925,15677.4928014393,Feb,15,32%,-2.117577287,-1.41041959
5504,Turlock,37.4841659,-120.846152,71181,1129188558.96916,15863.6231433832,Jan,15,32%,-2.117577287,-1.41041959
5505,Turlock,37.4841659,-120.846152,71181,1802916281.81639,25328.6169317148,May,15,32%,-2.117577287,-1.41041959
5506,Turlock,37.4841659,-120.846152,71181,1884264797.1776,26471.4572312499,Apr,15,32%,-2.117577287,-1.41041959
5507,Turlock,37.4841659,-120.846152,71181,2681586239.26836,37672.7812094289,Sep,14,32%,-2.117577287,-1.41041959
5508,Turlock,37.4841659,-120.846152,71181,2287439244.12882,32135.5311688347,Jun,15,32%,-2.117577287,-1.41041959
5509,Turlock,37.4841659,-120.846152,71181,2994261314.59806,42065.457279303,Jun,14,32%,-2.117577287,-1.41041959
5510,Turlock,37.4841659,-120.846152,71181,1139409172.81165,16007.2094071684,Dec,14,32%,-2.117577287,-1.41041959
5511,Turlock,37.4841659,-120.846152,71181,1563375376.64855,21963.3803493706,Nov,14,32%,-2.117577287,-1.41041959
5512,Turlock,37.4841659,-120.846152,70132,2277304180.6096,32471.6845464211,Oct,14,32%,-2.117577287,-1.41041959
5513,Turlock,37.4841659,-120.846152,71181,2668562304.1049,37489.8119456723,Aug,14,32%,-2.117577287,-1.41041959
5514,Tustin,33.7734466,-117.86543,67700,1148617004.0731,16966.2777558804,Aug,15,28%,-2.485147937,-1.846280283
5515,Tustin,33.7734466,-117.86543,67700,1110132413.73045,16397.8199960184,Nov,14,28%,-2.485147937,-1.846280283
5516,Tustin,33.7734466,-117.86543,67700,1039577331.43558,15355.6474362715,Jul,15,28%,-2.485147937,-1.846280283
5517,Tustin,33.7734466,-117.86543,67700,1000846045.00098,14783.5457164104,May,15,28%,-2.485147937,-1.846280283
5518,Tustin,33.7734466,-117.86543,67700,1110132413.73045,16397.8199960184,Apr,15,28%,-2.485147937,-1.846280283
5519,Tustin,33.7734466,-117.86543,67700,1100141222.00687,16250.2396160543,Mar,15,28%,-2.485147937,-1.846280283
5520,Tustin,33.7734466,-117.86543,67700,1070167646.83615,15807.4984761618,Jun,15,28%,-2.485147937,-1.846280283
5521,Tustin,33.7734466,-117.86543,67700,893039852.823161,13191.1351967971,Feb,15,28%,-2.485147937,-1.846280283
5522,Tustin,33.7734466,-117.86543,67700,1399630277.62216,20674.0070549801,Sep,14,28%,-2.485147937,-1.846280283
5523,Tustin,33.7734466,-117.86543,67700,1474749237.61792,21783.5928747107,Aug,14,28%,-2.485147937,-1.846280283
5524,Tustin,33.7734466,-117.86543,67700,1491894616.00775,22036.8480946492,Jun,14,28%,-2.485147937,-1.846280283
5525,Tustin,33.7734466,-117.86543,67700,768458326.39341,11350.9353972439,Dec,14,28%,-2.485147937,-1.846280283
5526,Tustin,33.7734466,-117.86543,67700,910555275.350908,13449.8563567342,Jan,15,28%,-2.485147937,-1.846280283
5527,Tustin,33.7734466,-117.86543,67700,1589216224.27812,23474.3903143002,Jul,14,28%,-2.485147937,-1.846280283
